feedback_text,feedback_timestamp,menu_item,meal_time
"Fresh and tasty, good job by the kitchen.",2025-01-24T00:00:00,Sambar Rice,Dinner
"Fresh and tasty, good job by the kitchen.",2025-12-19T00:00:00,Sambar Rice,Snacks
"Amazing flavors, I loved the taste.",2025-12-03T00:00:00,Curd Rice,Lunch
"Neither good nor bad, just normal.",2025-11-08T00:00:00,Idli,Snacks
Portion size was perfect and taste was nice.,2025-09-12T00:00:00,Sambar Rice,Snacks
The meal was light and refreshing.,2024-04-17T00:00:00,Curd Rice,Dinner
Good quality and well cooked.,2024-04-26T00:00:00,Fish Curry,Breakfast
"Really enjoyed the meal, it was delicious.",2025-09-15T00:00:00,Sambar Rice,Dinner
The meal was light and refreshing.,2025-06-19T00:00:00,Chicken Biryani,Snacks
"Amazing flavors, I loved the taste.",2025-02-23T00:00:00,Chicken Biryani,Snacks
The food tasted great today.,2025-07-15T00:00:00,Paneer Curry,Lunch
"Amazing flavors, I loved the taste.",2025-05-07T00:00:00,Vada,Lunch
The meal was okay.,2024-01-14T00:00:00,Samosa,Lunch
The meal was light and refreshing.,2025-08-10T00:00:00,Pongal,Breakfast
The food tasted great today.,2025-06-07T00:00:00,Vada,Lunch
Good quality and well cooked.,2025-10-21T00:00:00,Pongal,Breakfast
Good quality and well cooked.,2024-09-27T00:00:00,Veg Biryani,Dinner
The food tasted great today.,2024-06-27T00:00:00,Bonda,Breakfast
Good quality and well cooked.,2025-11-24T00:00:00,Dosa,Snacks
"Amazing flavors, I loved the taste.",2024-04-28T00:00:00,Samosa,Dinner
The meal was okay.,2024-05-21T00:00:00,Sambar Rice,Breakfast
Good quality and well cooked.,2025-03-24T00:00:00,Veg Curry,Snacks
Good quality and well cooked.,2024-12-16T00:00:00,Roti,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-02-13T00:00:00,Veg Curry,Breakfast
The meal was light and refreshing.,2025-01-29T00:00:00,Bonda,Snacks
"Taste was average, nothing special.",2024-04-25T00:00:00,Vada,Dinner
The meal was light and refreshing.,2024-06-12T00:00:00,Curd Rice,Breakfast
Portion size was perfect and taste was nice.,2025-05-09T00:00:00,Sambar Rice,Dinner
Portion size was perfect and taste was nice.,2025-01-23T00:00:00,Bonda,Lunch
The meal was light and refreshing.,2025-12-01T00:00:00,Gulab Jamun,Breakfast
"Neither good nor bad, just normal.",2024-04-25T00:00:00,Curd Rice,Dinner
The food tasted great today.,2024-03-05T00:00:00,Uggani,Dinner
The meal was okay.,2025-12-22T00:00:00,Roti,Snacks
"Amazing flavors, I loved the taste.",2024-12-12T00:00:00,Fish Curry,Lunch
"Fresh and tasty, good job by the kitchen.",2025-11-08T00:00:00,Fish Curry,Breakfast
Good quality and well cooked.,2025-11-10T00:00:00,Veg Biryani,Dinner
The meal was light and refreshing.,2025-07-25T00:00:00,Ice Cream,Lunch
"Taste was average, nothing special.",2025-06-01T00:00:00,Dosa,Breakfast
"Taste was average, nothing special.",2024-03-17T00:00:00,Vada,Dinner
"Taste was average, nothing special.",2024-12-04T00:00:00,Vada,Snacks
Decent meal overall.,2024-08-16T00:00:00,Roti,Breakfast
"Neither good nor bad, just normal.",2024-08-28T00:00:00,Mutton Curry,Dinner
"Fresh and tasty, good job by the kitchen.",2025-08-09T00:00:00,Pongal,Dinner
The meal was light and refreshing.,2025-05-25T00:00:00,Bonda,Breakfast
The meal was okay.,2025-05-24T00:00:00,Bonda,Snacks
"Fresh and tasty, good job by the kitchen.",2025-02-26T00:00:00,Idli,Breakfast
The meal was light and refreshing.,2024-04-03T00:00:00,Dosa,Breakfast
"Amazing flavors, I loved the taste.",2025-11-18T00:00:00,Paneer Curry,Lunch
Good quality and well cooked.,2024-02-25T00:00:00,Bonda,Snacks
Good quality and well cooked.,2025-07-27T00:00:00,Veg Biryani,Dinner
"Neither good nor bad, just normal.",2024-04-26T00:00:00,Vada,Snacks
The food tasted great today.,2024-12-15T00:00:00,Sambar Rice,Lunch
Portion size was perfect and taste was nice.,2025-06-18T00:00:00,Gulab Jamun,Snacks
The food tasted great today.,2024-06-17T00:00:00,Gulab Jamun,Breakfast
The meal was light and refreshing.,2026-01-04T00:00:00,Vada,Lunch
Good quality and well cooked.,2025-09-17T00:00:00,Uggani,Breakfast
The meal was okay.,2025-02-06T00:00:00,Chicken Biryani,Lunch
The meal was light and refreshing.,2024-07-14T00:00:00,Chicken Biryani,Dinner
The meal was light and refreshing.,2025-02-28T00:00:00,Samosa,Breakfast
"Neither good nor bad, just normal.",2025-04-13T00:00:00,Dosa,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-01-05T00:00:00,Fish Curry,Lunch
Portion size was perfect and taste was nice.,2025-03-19T00:00:00,Fish Curry,Breakfast
"Amazing flavors, I loved the taste.",2025-08-15T00:00:00,Vada,Lunch
The food tasted great today.,2025-01-31T00:00:00,Veg Curry,Lunch
"Fresh and tasty, good job by the kitchen.",2025-09-15T00:00:00,Samosa,Dinner
"Fresh and tasty, good job by the kitchen.",2024-12-17T00:00:00,Veg Biryani,Snacks
"Taste was average, nothing special.",2024-05-21T00:00:00,Paneer Curry,Dinner
The meal was light and refreshing.,2025-12-19T00:00:00,Uggani,Snacks
"Amazing flavors, I loved the taste.",2026-01-24T00:00:00,Mutton Curry,Snacks
"Really enjoyed the meal, it was delicious.",2024-08-02T00:00:00,Mutton Curry,Lunch
"Amazing flavors, I loved the taste.",2024-05-15T00:00:00,Paneer Curry,Snacks
The meal was okay.,2026-02-18T00:00:00,Veg Curry,Snacks
Portion size was perfect and taste was nice.,2025-08-07T00:00:00,Gulab Jamun,Dinner
The meal was light and refreshing.,2025-03-08T00:00:00,Uggani,Snacks
The food tasted great today.,2025-01-25T00:00:00,Idli,Breakfast
"Amazing flavors, I loved the taste.",2024-02-27T00:00:00,Curd Rice,Breakfast
"Taste was average, nothing special.",2024-10-20T00:00:00,Chicken Biryani,Snacks
The meal was light and refreshing.,2024-03-04T00:00:00,Roti,Lunch
Decent meal overall.,2024-02-03T00:00:00,Paneer Curry,Lunch
The food tasted great today.,2025-09-22T00:00:00,Gulab Jamun,Dinner
"Amazing flavors, I loved the taste.",2025-10-24T00:00:00,Mutton Curry,Lunch
"Really enjoyed the meal, it was delicious.",2025-06-07T00:00:00,Mutton Curry,Dinner
"Neither good nor bad, just normal.",2025-01-31T00:00:00,Paneer Curry,Breakfast
Portion size was perfect and taste was nice.,2024-02-25T00:00:00,Uggani,Snacks
"Really enjoyed the meal, it was delicious.",2025-09-27T00:00:00,Idli,Snacks
"It was fine, could be better.",2026-02-12T00:00:00,Bonda,Lunch
"Taste was average, nothing special.",2024-10-28T00:00:00,Mutton Curry,Lunch
"Amazing flavors, I loved the taste.",2024-03-17T00:00:00,Bonda,Lunch
"Amazing flavors, I loved the taste.",2025-06-10T00:00:00,Veg Curry,Lunch
The food tasted great today.,2025-03-14T00:00:00,Sambar Rice,Dinner
"Really enjoyed the meal, it was delicious.",2024-06-13T00:00:00,Roti,Snacks
Good quality and well cooked.,2025-04-22T00:00:00,Roti,Breakfast
"Really enjoyed the meal, it was delicious.",2024-11-26T00:00:00,Curd Rice,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-08-09T00:00:00,Dosa,Snacks
The meal was okay.,2025-12-25T00:00:00,Mutton Curry,Snacks
"Really enjoyed the meal, it was delicious.",2025-06-17T00:00:00,Samosa,Lunch
"Fresh and tasty, good job by the kitchen.",2025-07-10T00:00:00,Pongal,Lunch
The meal was okay.,2024-12-23T00:00:00,Mutton Curry,Dinner
"It was fine, could be better.",2024-12-05T00:00:00,Veg Biryani,Lunch
"Really enjoyed the meal, it was delicious.",2026-02-09T00:00:00,Gulab Jamun,Snacks
Portion size was perfect and taste was nice.,2026-02-09T00:00:00,Fish Curry,Dinner
"Amazing flavors, I loved the taste.",2024-12-20T00:00:00,Idli,Breakfast
"Amazing flavors, I loved the taste.",2025-09-20T00:00:00,Bonda,Lunch
"Amazing flavors, I loved the taste.",2024-11-24T00:00:00,Veg Biryani,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-09-19T00:00:00,Ice Cream,Breakfast
The food tasted great today.,2025-06-13T00:00:00,Mutton Curry,Snacks
"Neither good nor bad, just normal.",2024-02-14T00:00:00,Gulab Jamun,Dinner
Good quality and well cooked.,2025-06-10T00:00:00,Paneer Curry,Lunch
"Really enjoyed the meal, it was delicious.",2025-07-04T00:00:00,Pongal,Breakfast
The quality was inconsistent this week.,2024-03-08T00:00:00,Mutton Curry,Breakfast
The service was delayed and the food got cold.,2025-12-02T00:00:00,Chicken Biryani,Lunch
"Really enjoyed the meal, it was delicious.",2025-07-04T00:00:00,Uggani,Breakfast
"Taste was average, nothing special.",2024-01-25T00:00:00,Uggani,Breakfast
The food tasted great today.,2024-03-30T00:00:00,Bonda,Snacks
"Taste was average, nothing special.",2024-09-14T00:00:00,Pongal,Breakfast
Portion size was perfect and taste was nice.,2024-08-21T00:00:00,Mutton Curry,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-04-06T00:00:00,Roti,Dinner
"It was fine, could be better.",2024-01-18T00:00:00,Ice Cream,Dinner
The overall quality was poor today.,2024-01-07T00:00:00,Ice Cream,Breakfast
"Amazing flavors, I loved the taste.",2024-03-15T00:00:00,Pongal,Breakfast
Good quality and well cooked.,2025-12-03T00:00:00,Gulab Jamun,Breakfast
Good quality and well cooked.,2026-02-22T00:00:00,Paneer Curry,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-11-07T00:00:00,Bonda,Dinner
"Really enjoyed the meal, it was delicious.",2025-06-30T00:00:00,Idli,Dinner
"Amazing flavors, I loved the taste.",2025-02-04T00:00:00,Veg Biryani,Lunch
"Amazing flavors, I loved the taste.",2024-05-27T00:00:00,Mutton Curry,Snacks
The food tasted great today.,2025-07-20T00:00:00,Paneer Curry,Snacks
The meal was okay.,2024-02-12T00:00:00,Mutton Curry,Lunch
Portion size was perfect and taste was nice.,2025-07-14T00:00:00,Idli,Dinner
"Really enjoyed the meal, it was delicious.",2026-02-05T00:00:00,Pongal,Snacks
"Fresh and tasty, good job by the kitchen.",2025-10-23T00:00:00,Gulab Jamun,Lunch
"Taste was average, nothing special.",2024-07-07T00:00:00,Fish Curry,Lunch
"Really enjoyed the meal, it was delicious.",2024-04-27T00:00:00,Veg Biryani,Snacks
The meal was light and refreshing.,2026-02-08T00:00:00,Veg Curry,Breakfast
"Amazing flavors, I loved the taste.",2025-07-16T00:00:00,Mutton Curry,Dinner
The meal was okay.,2024-09-13T00:00:00,Pongal,Snacks
Decent meal overall.,2025-05-13T00:00:00,Sambar Rice,Lunch
"Taste was average, nothing special.",2025-11-18T00:00:00,Samosa,Snacks
"It was fine, could be better.",2025-09-26T00:00:00,Veg Biryani,Breakfast
"It was fine, could be better.",2025-05-12T00:00:00,Pongal,Lunch
Decent meal overall.,2025-11-06T00:00:00,Bonda,Snacks
Portion size was perfect and taste was nice.,2025-08-03T00:00:00,Paneer Curry,Lunch
"Neither good nor bad, just normal.",2024-06-21T00:00:00,Gulab Jamun,Snacks
"Really enjoyed the meal, it was delicious.",2024-08-14T00:00:00,Idli,Snacks
The meal was light and refreshing.,2025-01-03T00:00:00,Uggani,Snacks
"Neither good nor bad, just normal.",2025-04-18T00:00:00,Curd Rice,Snacks
The meal was missing an important ingredient.,2024-11-08T00:00:00,Bonda,Snacks
"Really enjoyed the meal, it was delicious.",2025-10-23T00:00:00,Vada,Breakfast
"Taste was average, nothing special.",2025-07-05T00:00:00,Pongal,Snacks
The meal was okay.,2026-01-14T00:00:00,Chicken Biryani,Snacks
The meal was light and refreshing.,2025-06-03T00:00:00,Pongal,Breakfast
The meal was light and refreshing.,2025-08-27T00:00:00,Idli,Dinner
Portion size was perfect and taste was nice.,2024-09-23T00:00:00,Chicken Biryani,Breakfast
"Amazing flavors, I loved the taste.",2024-06-01T00:00:00,Mutton Curry,Dinner
"Taste was average, nothing special.",2025-08-26T00:00:00,Gulab Jamun,Dinner
"Fresh and tasty, good job by the kitchen.",2025-05-28T00:00:00,Paneer Curry,Lunch
"Neither good nor bad, just normal.",2025-01-07T00:00:00,Fish Curry,Breakfast
"Taste was average, nothing special.",2025-09-20T00:00:00,Fish Curry,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-06-12T00:00:00,Veg Curry,Lunch
"Amazing flavors, I loved the taste.",2026-01-19T00:00:00,Veg Curry,Lunch
The food tasted great today.,2024-08-12T00:00:00,Vada,Snacks
The food tasted great today.,2024-09-27T00:00:00,Vada,Lunch
The food tasted great today.,2025-11-15T00:00:00,Gulab Jamun,Lunch
"Fresh and tasty, good job by the kitchen.",2025-04-25T00:00:00,Chicken Biryani,Snacks
The food tasted great today.,2025-10-26T00:00:00,Bonda,Breakfast
Decent meal overall.,2025-10-10T00:00:00,Samosa,Breakfast
Decent meal overall.,2025-07-11T00:00:00,Roti,Snacks
"Neither good nor bad, just normal.",2025-01-09T00:00:00,Veg Curry,Dinner
"Fresh and tasty, good job by the kitchen.",2024-08-16T00:00:00,Pongal,Snacks
Good quality and well cooked.,2024-12-19T00:00:00,Fish Curry,Dinner
Portion size was perfect and taste was nice.,2024-01-07T00:00:00,Vada,Dinner
"Fresh and tasty, good job by the kitchen.",2024-06-18T00:00:00,Fish Curry,Lunch
Portion size was perfect and taste was nice.,2025-10-20T00:00:00,Veg Biryani,Breakfast
"Really enjoyed the meal, it was delicious.",2024-07-10T00:00:00,Roti,Lunch
Portion size was perfect and taste was nice.,2026-01-04T00:00:00,Veg Curry,Snacks
"Fresh and tasty, good job by the kitchen.",2024-12-04T00:00:00,Sambar Rice,Lunch
"Amazing flavors, I loved the taste.",2025-05-05T00:00:00,Sambar Rice,Dinner
Portion size was perfect and taste was nice.,2024-06-14T00:00:00,Vada,Lunch
"Really enjoyed the meal, it was delicious.",2024-02-14T00:00:00,Uggani,Breakfast
"Really enjoyed the meal, it was delicious.",2025-10-06T00:00:00,Curd Rice,Lunch
The food was served very late.,2025-08-09T00:00:00,Fish Curry,Breakfast
"Really enjoyed the meal, it was delicious.",2024-09-21T00:00:00,Curd Rice,Breakfast
Portion size was perfect and taste was nice.,2025-07-31T00:00:00,Veg Curry,Dinner
The food tasted great today.,2024-08-09T00:00:00,Idli,Snacks
The meal was light and refreshing.,2025-05-08T00:00:00,Bonda,Dinner
The meal was light and refreshing.,2025-02-24T00:00:00,Veg Curry,Lunch
Portion size was perfect and taste was nice.,2025-11-06T00:00:00,Curd Rice,Lunch
"Really enjoyed the meal, it was delicious.",2026-01-11T00:00:00,Fish Curry,Snacks
Decent meal overall.,2025-08-27T00:00:00,Samosa,Dinner
"Fresh and tasty, good job by the kitchen.",2025-01-29T00:00:00,Pongal,Lunch
The meal was okay.,2024-07-26T00:00:00,Curd Rice,Breakfast
The meal was light and refreshing.,2024-06-02T00:00:00,Fish Curry,Dinner
"Fresh and tasty, good job by the kitchen.",2025-09-21T00:00:00,Sambar Rice,Lunch
The food tasted great today.,2025-05-08T00:00:00,Dosa,Breakfast
The meal was light and refreshing.,2025-11-25T00:00:00,Curd Rice,Breakfast
Good quality and well cooked.,2024-02-14T00:00:00,Uggani,Dinner
"Taste was average, nothing special.",2025-05-08T00:00:00,Fish Curry,Dinner
Portion size was perfect and taste was nice.,2026-01-29T00:00:00,Ice Cream,Snacks
"Really enjoyed the meal, it was delicious.",2024-09-17T00:00:00,Sambar Rice,Dinner
The meal was light and refreshing.,2024-03-26T00:00:00,Vada,Lunch
Good quality and well cooked.,2024-07-12T00:00:00,Paneer Curry,Dinner
Portion size was perfect and taste was nice.,2025-06-19T00:00:00,Idli,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-11-01T00:00:00,Sambar Rice,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-01-05T00:00:00,Chicken Biryani,Snacks
"Fresh and tasty, good job by the kitchen.",2025-10-29T00:00:00,Sambar Rice,Lunch
The service was delayed and the food got cold.,2025-07-02T00:00:00,Roti,Snacks
Portion size was perfect and taste was nice.,2024-10-09T00:00:00,Uggani,Snacks
"Fresh and tasty, good job by the kitchen.",2025-07-19T00:00:00,Ice Cream,Lunch
"Taste was average, nothing special.",2025-01-14T00:00:00,Mutton Curry,Dinner
Good quality and well cooked.,2024-11-10T00:00:00,Mutton Curry,Dinner
"Amazing flavors, I loved the taste.",2024-05-21T00:00:00,Gulab Jamun,Dinner
"Fresh and tasty, good job by the kitchen.",2025-12-17T00:00:00,Sambar Rice,Lunch
"Really enjoyed the meal, it was delicious.",2025-06-04T00:00:00,Veg Curry,Breakfast
The meal was light and refreshing.,2025-07-17T00:00:00,Ice Cream,Snacks
"Neither good nor bad, just normal.",2025-10-13T00:00:00,Dosa,Lunch
The meal was light and refreshing.,2024-05-28T00:00:00,Idli,Breakfast
The meal was okay.,2024-03-06T00:00:00,Vada,Dinner
"It was fine, could be better.",2024-03-22T00:00:00,Roti,Lunch
"Fresh and tasty, good job by the kitchen.",2025-09-20T00:00:00,Dosa,Dinner
"Amazing flavors, I loved the taste.",2025-09-03T00:00:00,Fish Curry,Snacks
"Amazing flavors, I loved the taste.",2025-05-21T00:00:00,Dosa,Lunch
"Really enjoyed the meal, it was delicious.",2025-11-03T00:00:00,Bonda,Breakfast
"Really enjoyed the meal, it was delicious.",2024-02-04T00:00:00,Fish Curry,Snacks
Portion size was perfect and taste was nice.,2024-06-22T00:00:00,Fish Curry,Lunch
"Really enjoyed the meal, it was delicious.",2025-11-01T00:00:00,Dosa,Snacks
The food tasted great today.,2024-10-09T00:00:00,Idli,Lunch
"Amazing flavors, I loved the taste.",2025-02-08T00:00:00,Ice Cream,Snacks
Portion size was perfect and taste was nice.,2024-01-16T00:00:00,Ice Cream,Lunch
Decent meal overall.,2024-10-18T00:00:00,Pongal,Breakfast
"It was fine, could be better.",2024-10-10T00:00:00,Mutton Curry,Snacks
"Fresh and tasty, good job by the kitchen.",2025-02-17T00:00:00,Veg Biryani,Lunch
"Taste was average, nothing special.",2025-02-20T00:00:00,Idli,Snacks
The overall quality was poor today.,2024-03-15T00:00:00,Fish Curry,Breakfast
Good quality and well cooked.,2024-04-29T00:00:00,Fish Curry,Snacks
Portion size was perfect and taste was nice.,2025-08-11T00:00:00,Fish Curry,Snacks
"Fresh and tasty, good job by the kitchen.",2025-07-30T00:00:00,Roti,Dinner
The meal was light and refreshing.,2024-12-13T00:00:00,Vada,Lunch
The food was served very late.,2025-08-23T00:00:00,Bonda,Dinner
The meal was okay.,2024-09-21T00:00:00,Idli,Dinner
"Amazing flavors, I loved the taste.",2024-08-13T00:00:00,Pongal,Dinner
"Neither good nor bad, just normal.",2024-12-27T00:00:00,Veg Biryani,Snacks
"Amazing flavors, I loved the taste.",2024-09-26T00:00:00,Fish Curry,Breakfast
The food tasted great today.,2025-02-12T00:00:00,Veg Biryani,Snacks
Portion size was perfect and taste was nice.,2024-07-01T00:00:00,Samosa,Breakfast
"It was fine, could be better.",2024-08-11T00:00:00,Vada,Snacks
"Taste was average, nothing special.",2025-05-25T00:00:00,Roti,Lunch
"Amazing flavors, I loved the taste.",2024-09-04T00:00:00,Chicken Biryani,Lunch
"Really enjoyed the meal, it was delicious.",2024-07-26T00:00:00,Roti,Lunch
"Really enjoyed the meal, it was delicious.",2024-04-19T00:00:00,Veg Biryani,Snacks
"Neither good nor bad, just normal.",2025-09-20T00:00:00,Sambar Rice,Breakfast
The meal was light and refreshing.,2025-05-08T00:00:00,Idli,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-08-11T00:00:00,Gulab Jamun,Snacks
"Taste was average, nothing special.",2026-02-21T00:00:00,Roti,Dinner
"Fresh and tasty, good job by the kitchen.",2024-08-15T00:00:00,Fish Curry,Snacks
Portion size was perfect and taste was nice.,2025-03-09T00:00:00,Curd Rice,Breakfast
Decent meal overall.,2024-12-21T00:00:00,Vada,Breakfast
